9.9038599096876911 3.0033505061221519 9.0508613367161637 inf
9.9243774373665214 3.3742509569402914 8.2277496408041237 52537.461595528752
9.6822642797094201 3.3899840273670927 8.2093776439187671 8335.7477438208334
9.6946806876571365 3.3228786734710996 8.4874510479228036 inf
10.214774221404967 3.6428776099962925 8.14146796977926 inf
9.7552162129846778 3.6081558143382098 8.1234454400030032 inf
9.8987379035322167 3.3921205007210404 8.099606366895582 95136.781846734302
9.7418947944534207 3.393789272279792 8.3214694783238023 inf
9.8954572992083936 3.4828135012044092 7.9531700889641268 79823.798169624744
9.6688862029229536 3.6164157805560748 7.9696300284084112 inf
9.7744284829662185 3.3829201302143308 8.119317388007385 inf
9.8120959441587825 3.5228544685651357 8.4937834857335535 72412.296352022167
9.6538151647967236 3.4688065359390485 8.328909954366539 inf
9.8908085846191653 2.9734771616469655 8.3603722548879418 inf
9.9226233113469409 3.4321498510622317 8.101840907247972 99787.517000557273
9.5132288276006367 3.4761002815441118 8.2651331537383879 13622.983406514748
9.950010549630365 3.4470525183940079 8.2220100952381774 77559.034540793247
9.9459883056368383 3.4866552251767793 8.3590110244846585 134326.16202420273
9.8494653868489426 3.4069751152624392 8.1569637530799532 inf
9.9001313263481414 3.2823386961722787 8.5733627969420141 67238.795305825668
9.8966929165218041 3.2851394366800331 8.2746191911291334 24846.347549434944
9.5355732248875835 3.7899499229732849 8.0085925843486159 135219.71228780656
9.9723953737882542 3.4653804535644901 7.9020940526837373 129229.61385782994
9.7283745660131302 3.1805020115406517 8.1179779423150755 13667.750296501266
9.8576160664921044 3.1159539176352844 8.5197649246919731 inf
9.6909316707428665 3.2184278683831402 8.033299488459452 inf
9.252095627769469 3.1922849401002096 7.9748463119302198 89343.545115676476
10.115733701789983 3.2592970434187793 8.0298780813690716 inf
9.7117860559966704 3.2651543337745146 8.4974631547926833 inf
9.9118766499358273 3.5040918498027471 8.3773337649198929 inf
9.4848457305840679 3.6207850416717751 8.0593221889426605 8927.1603024415945
10.218386962175819 3.2393926207171231 8.4126732495196244 inf
10.126212459545746 3.4239096807742846 8.1387852645672396 inf
9.2232475632795587 3.3218105068109978 8.1662505621768169 81033.861093813422
9.5398495703699613 3.1443560471811076 8.0013986634114485 inf
9.8082705288642735 3.1499112024854439 8.4453686121588625 inf
10.096889141641402 3.2163326671612431 8.3541289955465601 inf
9.7747429163680692 3.1855054243031167 8.1186750687405915 11124.530005610535
9.8514789343662308 3.3195777517452805 8.5415112728720217 inf
